,price,location,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost
585,"35,000 ₪",נתניה,ביואיק לקרוס LACROSSE CXL,2010,3000 ליטר בנזין,"192,000",4,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,508 ₪"
586,"62,400 ₪",חדרה,יונדאי אלנטרה ELANTRA GL,2016,1591 ליטר בנזין,"180,001",1,אוטומטי,אפור,ליסינג,4 חודשים,"1,424 ₪"
587,"74,958 ₪",קרית שמונה,מרצדס C קלאס C180 ELEGANCE,2012,1796 ליטר בנזין,"124,000",4,אוטומטי,בז,פרטית,5 חודשים,"1,726 ₪"
588,"325,000 ₪",שפרעם,ג'יפ רנגלר WRANGLER RUBICON,2021,1995 ליטר בנזין,"28,000",1,אוטומטי,שנהב לבן,פרטית,0,"4,731 ₪"
589,"105,900 ₪",חיפה,קיה סטוניק STONIC EX,2020,998 ליטר בנזין,"33,698",1,אוטומטי,אפור,פרטית,6 חודשים,"1,529 ₪"
590,"237,000 ₪",נתניה,מרצדס A קלאס A180 AMG,2021,1332 ליטר בנזין,"14,000",3,אוטומטי,שחור,פרטית,1 חודשים,"3,366 ₪"
591,"102,900 ₪",חיפה,סובארו פורסטר FORESTER 2.0X,2017,1995 ליטר בנזין,"125,010",2,אוטומטי,ברונזה,פרטית,0,"2,019 ₪"
592,"111,900 ₪",אשדוד,שברולט אקוינוקס EQUINOX LT,2019,1490 ליטר בנזין,"88,090",1,אוטומטי,לבן,ליסינג,4 חודשים,"2,019 ₪"
593,"49,900 ₪",אשדוד,שברולט ספארק SPARK LT PLUS,2017,1399 ליטר בנזין,"171,000",2,אוטומטי,ירקרק מטלי,פרטית,0,"1,102 ₪"
594,"65,000 ₪",לוד,יונדאי I30 I30 PREMIUM,2016,1591 ליטר בנזין,"120,000",2,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,424 ₪"
595,"39,000 ₪",קרית שמונה,קיה פיקנטו PICANTO EX,2015,1248 ליטר בנזין,"180,000",4,אוטומטי,שחור,פרטית,11 חודשים,985 ₪
596,"72,900 ₪",חיפה,יונדאי I25 I25 INSPIRE,2018,1591 ליטר בנזין,"102,388",2,אוטומטי,שחור,פרטית,5 חודשים,0
597,"137,000 ₪",נתניה,ב מ וו סדרה 2 220I LUXURY,2017,1998 ליטר בנזין,"132,000",2,אוטומטי,שחור,ליסינג,4 חודשים,"2,563 ₪"
598,"124,900 ₪",פתח תקווה,מיצובישי אאוטלנדר OUTLANDER INTENSE,2018,1998 ליטר בנזין,"51,559",2,אוטומטי,שנהב לבן,פרטית,6 חודשים,"1,835 ₪"
599,"30,000 ₪",נתניה,ניסאן ג'וק JUKE ACENTA,2011,1598 ליטר בנזין,"125,000",3,ידני,שנהב לבן,פרטית,0,"1,074 ₪"
600,"105,000 ₪",שדרות,יונדאי סונטה HYBRID PREMIUM,2018,1999 ליטר בנזין,"119,000",1,אוטומטי,אפור מטל,ליסינג,8 חודשים,"2,019 ₪"
601,"95,900 ₪",חיפה,קיה ספורטז' SPORTAGE URBAN,2018,1591 ליטר בנזין,"60,557",1,אוטומטי,אפור,פרטית,1 חודשים,"1,604 ₪"
602,"127,900 ₪",פתח תקווה,מיצובישי אקליפס קרוס ECLIPSE CROSS INSTYLE,2020,1499 ליטר בנזין,"45,095",1,אוטומטי,כסף מטלי,פרטית,0,"2,130 ₪"
603,"93,900 ₪",אשדוד,סקודה אוקטביה OCTAVIA AMBITION,2018,1498 ליטר בנזין,"79,109",1,אוטומטי,צהוב מטאלי,ליסינג,9 חודשים,"1,604 ₪"
604,"178,900 ₪",ראשון לציון,סקודה קודיאק KODIAQ STYLE,2020,1968 ליטר דיזל,"94,000",1,אוטומטי,שחור מטלי,פרטית,3 חודשים,"3,366 ₪"
605,"94,000 ₪",בת ים,סיאט לאון LEON FR,2015,1798 ליטר בנזין,"76,000",2,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,693 ₪"
606,"249,990 ₪",קרית שמונה,מרצדס A קלאס A250 E AMG PREMIUM,2021,1332 ליטר חשמל/בנזין,"40,000",2,אוטומטי,אפור מטל,פרטית,1 חודשים,"3,366 ₪"
607,"126,100 ₪",נתניה,יונדאי קונה KONA EV,2021,חשמלי,"16,000",3,אוטומטי,שחור,ליסינג,9 חודשים,"1,811 ₪"
608,"247,000 ₪",ירכא,טויוטה לנד קרוזר LAND CRUISER SELECT,2014,2982 ליטר דיזל,"260,000",1,אוטומטי,כסף מטלי,פרטית,5 חודשים,"2,397 ₪"
609,"109,000 ₪",עפולה,יונדאי I30 I30 LUXURY,2019,1353 ליטר בנזין,"23,000",2,אוטומטי,כסף,ליסינג,1 חודשים,"1,604 ₪"
610,"49,900 ₪",ראשון לציון,טויוטה קורולה COROLLA SUN,2014,1598 ליטר בנזין,"190,469",2,אוטומטי,כסף מטלי,ליסינג,7 חודשים,"1,424 ₪"
611,"314,900 ₪",פתח תקווה,ג'יפ גראנד צ'ירוקי GRAND CHEROKEE LIMITED EDIT,2022,3604 ליטר בנזין,"4,213",1,אוטומטי,לבן,פרטית,5 חודשים,"4,731 ₪"
612,"32,000 ₪",חיפה,אופל קורסה CORSA ENJOY,2016,1398 ליטר בנזין,"149,000",2,אוטומטי,שנהב לבן,השכרה,12 חודשים,"1,205 ₪"
613,"89,900 ₪",חיפה,הונדה HR-V HR-V COMFORT,2019,1498 ליטר בנזין,"102,647",1,אוטומטי,שנהב לבן,ליסינג,0,"1,604 ₪"
614,"105,000 ₪",נצרת,מזדה CX-5 CX-5 EXECUTIVE,2017,2488 ליטר בנזין,"104,000",2,אוטומטי,אפור,ליסינג,3 חודשים,"2,019 ₪"
615,"159,999 ₪",חיפה,מזדה CX-5 CX-5 EXECUTIVE,2021,1998 ליטר בנזין,"45,000",1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"2,417 ₪"
616,"59,900 ₪",עפולה,שברולט ספארק SPARK LTZ,2018,1399 ליטר בנזין,"130,000",2,אוטומטי,שחור מטלי,פרטית,0,"1,102 ₪"
617,"12,999 ₪",פרדס חנה כרכור,סובארו אימפרזה B3 RX,2008,1498 ליטר בנזין,"220,000",3,אוטומטי,אפור בהיר,ליסינג,0,"1,074 ₪"
618,"74,000 ₪",נתניה,יונדאי I10 I10 PRIME,2020,1197 ליטר בנזין,"25,000",1,אוטומטי,שחור,פרטית,0,"1,235 ₪"
619,"42,000 ₪",שדרות,רנו קפצ'ור CAPTUR COLLECTION,2015,1197 ליטר בנזין,"120,000",2,אוטומטי,כתום,פרטית,1 חודשים,"1,424 ₪"
620,"93,900 ₪",חדרה,סקודה אוקטביה OCTAVIA AMBITION,2019,1498 ליטר בנזין,"123,194",1,אוטומטי,אפור מטאלי,ליסינג,8 חודשים,"1,604 ₪"
621,"28,000 ₪",חולון,פולקסווגן פולו POLO COMFORTLINE,2010,1197 ליטר בנזין,"170,000",3,אוטומטי,כסף מטלי,פרטית,5 חודשים,"1,074 ₪"
622,"110,000 ₪",לוד,יונדאי I10 I10 INSPIRE,2018,1248 ליטר בנזין,"50,000",2,אוטומטי,שנהב לבן,ליסינג,0,"1,102 ₪"
623,"132,924 ₪",רעננה,קיה ספורטז' SPORTAGE URBAN,2020,1999 ליטר בנזין,"25,000",1,אוטומטי,שחור,פרטית,7 חודשים,"2,130 ₪"
624,"121,900 ₪",ראשון לציון,מזדה CX-30 CX-30 COMFORT,2020,1998 ליטר בנזין,"30,000",1,אוטומטי,שנהב לבן,פרטית,0,"2,130 ₪"
625,"62,000 ₪",נתניה,שברולט אימפלה IMPALA LTZ LTZ,2014,3564 ליטר בנזין,"165,000",2,אוטומטי,שחור,פרטית,0,"1,962 ₪"
626,"49,000 ₪",חיפה,הונדה סיוויק CIVIC COMFORT,2015,1798 ליטר בנזין,"129,000",2,אוטומטי,אפור בהיר מטלי,ליסינג,1 חודשים,"1,424 ₪"
627,"199,999 ₪",חיפה,טויוטה קורולה קרוס COROLLA CROSS DYNAMIC,2022,1798 ליטר בנזין,0,1,אוטומטי,שנהב לבן,פרטית,9 חודשים,"2,417 ₪"
628,"142,900 ₪",רמת השרון,טויוטה פריוס PLUG IN COMFORT,2021,1798 ליטר חשמל/בנזין,"38,000",1,אוטומטי,שחור מטלי,אחר,1 חודשים,"2,417 ₪"
629,"115,000 ₪",עפולה,מיצובישי אאוטלנדר OUTLANDER PREMIUM,2017,1998 ליטר בנזין,"120,000",3,אוטומטי,שנהב לבן,ליסינג,4 חודשים,"2,019 ₪"
630,"39,900 ₪",באר טוביה,קיה סיד CEED LX,2015,1591 ליטר בנזין,"180,000",1,אוטומטי,כסף,פרטית,0,"1,424 ₪"
631,"116,400 ₪",נתניה,מזדה 3 MAZDA 3 PREMIUM,2019,1998 ליטר בנזין,"69,750",1,אוטומטי,לבן,פרטית,11 חודשים,"1,835 ₪"
632,"71,900 ₪",חדרה,פיג'ו 2008 2008 ACTIVE GO,2020,1199 ליטר בנזין,"98,310",1,אוטומטי,אפור,ליסינג,11 חודשים,"1,604 ₪"
633,"46,000 ₪",חיפה,יונדאי IX35 IX35 SUPREME,2011,1998 ליטר בנזין,"180,000",4,אוטומטי,שחור,פרטית,1 חודשים,"1,427 ₪"
634,"38,000 ₪",חיפה,קיה פיקנטו PICANTO LX,2013,1248 ליטר בנזין,"105,000",3,אוטומטי,כסף,פרטית,5 חודשים,985 ₪
635,"98,000 ₪",עפולה,קיה נירו NIRO EX,2018,1580 ליטר בנזין,"146,000",1,אוטומטי,לבן,ליסינג,9 חודשים,"1,604 ₪"
636,"289,999 ₪",קרית שמונה,סקודה סופרב SUPERB FL SPORTLINE,2021,1984 ליטר בנזין,"49,000",3,אוטומטי,אפור פלדה,פרטית,0,"3,366 ₪"
637,"135,000 ₪",בת ים,יונדאי סנטה פה SANTA FE SUPREME,2016,2359 ליטר בנזין,"100,000",1,אוטומטי,כחול מטל,פרטית,0,"1,962 ₪"
638,"220,000 ₪",קרית שמונה,סקודה אוקטביה OCTAVIA RS,2021,1984 ליטר בנזין,"51,000",3,אוטומטי,שנהב לבן,פרטית,0,"2,417 ₪"
639,"89,000 ₪",ראשון לציון,אלפא רומיאו ג'וליטה ALFA GIULIETTA SPORT,2018,1368 ליטר בנזין,"110,000",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,"2,019 ₪"
640,"108,000 ₪",קרית שמונה,טויוטה C-HR HYBRID CLUB,2018,1798 ליטר בנזין,"80,000",2,אוטומטי,כסוף כהה מטלי,ליסינג,2 חודשים,"1,604 ₪"
641,"61,900 ₪",חדרה,טויוטה אוריס HYBRID TS TSS,2018,1798 ליטר בנזין,"247,668",1,אוטומטי,לבן,ליסינג,11 חודשים,"1,604 ₪"
642,"53,900 ₪",רמת גן,יונדאי I35 I35 SUPREME,2015,1591 ליטר בנזין,"155,000",2,אוטומטי,כחול,אחר,1 חודשים,"1,424 ₪"
643,"127,000 ₪",בת ים,סיאט אטקה ATECA STYLE STYLE,2021,1498 ליטר בנזין,"26,000",1,אוטומטי,כסף,פרטית,11 חודשים,"1,811 ₪"
644,"114,900 ₪",ראשון לציון,סקודה סופרב SUPERB AMBITION,2018,1395 ליטר בנזין,"59,000",1,אוטומטי,אפור מטל,פרטית,8 חודשים,"2,019 ₪"
645,"192,900 ₪",פתח תקווה,פיג'ו 508 508 GT,2021,1598 ליטר חשמל/בנזין,"51,111",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"3,366 ₪"
646,"38,000 ₪",ראשון לציון,יונדאי I30 I30 INSPIRE,2014,1591 ליטר בנזין,"160,000",2,אוטומטי,שנהב לבן,ליסינג,11 חודשים,"1,424 ₪"
647,"39,999 ₪",סח'נין,פולקסווגן גולף GOLF TRENDLINE,2013,1197 ליטר בנזין,"199,000",2,אוטומטי,תכלת מטאלי,פרטית,5 חודשים,"1,424 ₪"
648,"100,900 ₪",רמת השרון,קיה נירו NIRO LX,2019,1580 ליטר בנזין,"127,048",2,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,604 ₪"
649,"99,000 ₪",כרמיאל,פורד אקספלורר EXPLORER LIMITED,2013,3497 ליטר בנזין,"193,000",3,אוטומטי,אפור,פרטית,11 חודשים,"1,726 ₪"
650,"100,000 ₪",ירכא,הונדה סיוויק 1.5 COMFORT,2020,988 ליטר בנזין,"45,000",1,אוטומטי,אפור מטל,פרטית,0,"1,811 ₪"
651,"124,500 ₪",רעננה,מיצובישי L-200 L200 INVITE,2017,2442 ליטר דיזל,"157,000",1,ידני,שנהב לבן,פרטית,5 חודשים,"2,019 ₪"
652,"102,900 ₪",חיפה,יונדאי טוסון TUCSON OPEN SKY,2016,1999 ליטר בנזין,"98,000",2,אוטומטי,שנהב לבן,פרטית,6 חודשים,"1,693 ₪"
653,"145,000 ₪",קרית שמונה,פולקסווגן גולף GOLF GTI XEN,2016,1984 ליטר בנזין,"100,000",5,אוטומטי,שנהב לבן,פרטית,0,"1,962 ₪"
654,"133,000 ₪",קרית שמונה,מזדה CX-5 CX-5 EXECUTIVE,2019,1998 ליטר בנזין,"60,000",3,אוטומטי,שנהב לבן,פרטית,0,"2,019 ₪"
655,"99,900 ₪",רמת השרון,סיטרואן C5 AIRCROSS C5 AIRCROSS FEEL,2020,1499 ליטר דיזל,"135,427",1,אוטומטי,שנהב לבן,פרטית,0,"2,130 ₪"
656,"88,900 ₪",פתח תקווה,קיה נירו NIRO EX,2016,1580 ליטר בנזין,"137,765",1,אוטומטי,שנהב לבן,פרטית,10 חודשים,"1,424 ₪"
657,"80,000 ₪",נתניה,רנו מגאן MEGANE INTENSE,2019,1461 ליטר דיזל,"120,000",1,אוטומטי,אפור כהה מטלי,ליסינג,8 חודשים,"1,604 ₪"
658,"90,000 ₪",ירכא,מיצובישי ASX ASX INSTYLE,2018,1998 ליטר בנזין,"112,000",2,אוטומטי,אפור,ליסינג,3 חודשים,"1,604 ₪"
659,"87,000 ₪",עפולה,סיטרואן ג'מפי JUMPY SMALL N1,2017,1997 ליטר דיזל,"189,000",2,אוטומטי,שנהב לבן,פרטית,6 חודשים,"2,019 ₪"
660,"76,900 ₪",ראשון לציון,סיאט לאון LEON STYLE FL,2018,999 ליטר בנזין,"78,000",2,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,353 ₪"
661,"128,900 ₪",אשדוד,טויוטה C-HR HYBRID C-LUB,2021,1798 ליטר בנזין,"32,301",1,אוטומטי,אפור מטאלי,ליסינג,2 חודשים,"2,130 ₪"
662,"44,900 ₪",גדרה,דאציה סנדרו SANDERO LAUREATE,2020,898 ליטר בנזין,"177,000",1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,102 ₪"
663,"85,000 ₪",נתניה,סוזוקי CROSSOVER SX4 CROSSOVER GLX,2018,1373 ליטר בנזין,"96,000",1,אוטומטי,שנהב לבן,ליסינג,2 חודשים,"1,604 ₪"
664,"150,000 ₪",עפולה,סובארו פורסטר FORESTER SPORT,2019,2498 ליטר בנזין,"130,000",3,אוטומטי,אפור כהה,ליסינג,3 חודשים,"2,019 ₪"
665,"83,500 ₪",תל אביב יפו,סוזוקי ויטארה VITARA GLX,2017,1586 ליטר בנזין,"98,000",1,אוטומטי,כסף מטלי,פרטית,11 חודשים,"1,424 ₪"
666,"112,900 ₪",חיפה,טויוטה C-HR HYBRID CHIC,2017,1798 ליטר בנזין,"84,000",2,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,835 ₪"
667,"45,000 ₪",פתח תקווה,יונדאי I30 I30 INSPIRE,2015,1591 ליטר בנזין,"145,000",2,אוטומטי,שנהב לבן,ליסינג,0,"1,424 ₪"
668,"135,900 ₪",פתח תקווה,יונדאי טוסון TUCSON 0PENSKY PLUS,2019,1999 ליטר בנזין,"57,925",1,אוטומטי,כסף,פרטית,0,"2,019 ₪"
669,"120,000 ₪",ראשון לציון,סקודה קאמיק KAMIQ STYLE,2020,999 ליטר בנזין,"30,000",1,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,811 ₪"
670,"68,000 ₪",חיפה,סקודה אוקטביה OCTAVIA STYLE,2016,1197 ליטר בנזין,"93,000",1,אוטומטי,שנהב לבן,פרטית,6 חודשים,"1,424 ₪"
671,"55,000 ₪",לוד,סוזוקי בלנו BALENO GLX,2017,1242 ליטר בנזין,"110,000",3,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,102 ₪"
672,"42,900 ₪",ראשון לציון,פיג'ו 2008 2008 ACTIVE,2016,1199 ליטר בנזין,"140,000",3,אוטומטי,בז,פרטית,0,"1,604 ₪"
673,"169,000 ₪",נתניה,סקודה סופרב SUPERB EXCLUSIVE,2019,1798 ליטר בנזין,"93,000",2,אוטומטי,אפור מטל,ליסינג,0,"3,366 ₪"
674,"134,900 ₪",חיפה,ניסאן X TRAIL X-TRAIL ACENTA,2020,1749 ליטר דיזל,"76,573",2,אוטומטי,לבן,פרטית,0,"2,417 ₪"
675,"137,900 ₪",חיפה,מיצובישי ASX ASX INSTYLE,2022,1998 ליטר בנזין,"4,000",1,אוטומטי,כסף מטלי,פרטית,1 חודשים,"1,811 ₪"
676,"135,000 ₪",נתניה,סיאט אטקה ATECA XCELLENCE,2019,1395 ליטר בנזין,"86,000",1,אוטומטי,כחול,אחר,3 חודשים,"1,835 ₪"
677,"119,990 ₪",נתניה,יונדאי איוניק HYBRID PREMIUM FL,2021,1580 ליטר בנזין,"39,000",2,אוטומטי,שנהב לבן,ליסינג,8 חודשים,"1,811 ₪"
678,"103,900 ₪",ראשון לציון,מיצובישי אאוטלנדר OUTLANDER PREMIUM,2016,1998 ליטר בנזין,"130,000",1,אוטומטי,כסף,פרטית,1 חודשים,"1,693 ₪"
679,"60,998 ₪",ראשון לציון,סיטרואן ברלינגו BERLINGO XTR,2017,1560 ליטר דיזל,"225,510",2,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,835 ₪"
680,"91,900 ₪",ראשון לציון,ג'יפ צ'ירוקי CHEROKEE SPORT,2016,2360 ליטר בנזין,"60,000",2,אוטומטי,אפור כהה,פרטית,1 חודשים,"1,962 ₪"
681,"410,000 ₪",נתניה,ג'יפ רנגלר JEEP WRANGLER UNLIM SAHARA,2022,3604 ליטר בנזין,0,1,אוטומטי,שנהב לבן,פרטית,0,"4,731 ₪"
682,"115,900 ₪",ראשון לציון,טויוטה קורולה HSD SDN SUN,2020,1798 ליטר בנזין,"72,000",2,אוטומטי,שנהב לבן,ליסינג,5 חודשים,"1,811 ₪"
683,"69,000 ₪",בת ים,יונדאי I10 I10 INSPIRE,2021,1197 ליטר בנזין,"29,000",1,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,235 ₪"
684,"94,900 ₪",נתניה,מזדה 2 MAZDA 2 DYNAMIC,2022,1496 ליטר בנזין,"15,000",1,אוטומטי,שחור,אחר,12 חודשים,"1,235 ₪"
685,"77,900 ₪",רמת השרון,אלפא רומיאו ג'וליטה ALFA GIULIETTA COMPETIZIONE,2017,1368 ליטר בנזין,"72,060",1,אוטומטי,אפור מטאלי,פרטית,0,"2,019 ₪"
686,"110,000 ₪",כרמיאל,יונדאי אלנטרה ELANTRA INSPIRE SR,2020,1591 ליטר בנזין,"29,000",1,אוטומטי,שנהב לבן,פרטית,8 חודשים,"1,811 ₪"
687,"34,900 ₪",נתיבות,קיה פיקנטו PICANTO LX,2014,1248 ליטר בנזין,"149,000",2,אוטומטי,כסף,ליסינג,10 חודשים,985 ₪
688,"179,900 ₪",נתניה,יונדאי סונטה HYBRID LIMITED,2021,1999 ליטר בנזין,"24,000",1,אוטומטי,שחור,פרטית,1 חודשים,"2,417 ₪"
689,"29,900 ₪",ירושלים,פיאט 500 1.2 LOUNGE,2014,1242 ליטר בנזין,"99,000",3,אוטומטי,אדום,פרטית,3 חודשים,"1,205 ₪"
690,"139,990 ₪",נתניה,פיג'ו 3008 3008 PREMIUM,2020,1499 ליטר דיזל,"45,000",1,אוטומטי,אפור כהה,פרטית,0,"2,417 ₪"
691,"133,000 ₪",נתניה,סקודה סופרב NEW SUPERB L AND K,2017,1984 ליטר בנזין,"97,000",3,אוטומטי,כסף מטלי,ליסינג,0,"2,563 ₪"
692,"115,000 ₪",טמרה,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2017,1998 ליטר בנזין,"120,000",1,אוטומטי,כחול,פרטית,3 חודשים,"2,019 ₪"
693,"89,000 ₪",נתניה,טויוטה RAV4 RAV 4 PREMIUM,2016,1987 ליטר בנזין,"145,000",3,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,693 ₪"
694,"166,200 ₪",עפולה,ג'יפ קומפאס COMPASS LIMITED,2021,1332 ליטר בנזין,"24,878",1,אוטומטי,שחור,פרטית,3 חודשים,"2,417 ₪"
695,"74,000 ₪",עפולה,סיטרואן ברלינגו BERLINGO XTR,2018,1560 ליטר דיזל,"198,000",1,אוטומטי,שנהב לבן,ליסינג,6 חודשים,"1,604 ₪"
696,"500,000 ₪",באר שבע,אאודי Q7 Q7 LIMITED,2021,2967 ליטר דיזל,"85,000",1,אוטומטי,אפור כהה מטלי,פרטית,11 חודשים,"4,731 ₪"
697,"102,000 ₪",נתניה,קיה נירו NIRO LX,2019,1580 ליטר בנזין,"132,000",1,אוטומטי,שנהב לבן,ליסינג,1 חודשים,"1,604 ₪"
