,price,city,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost
434,"91,000 ₪",תל אביב יפו,מרצדס GLC 250 4MATIC AMG FLT,2019,1991 ליטר בנזין,"30,000",2,אוטומטי,שחור,ליסינג,1 חודשים,"3,357 ₪"
435,"74,000 ₪",סח'נין,יונדאי I35 I35 INSPIRE,2014,1591 ליטר בנזין,"165,000",1,אוטומטי,כסף,פרטית,3 חודשים,"1,424 ₪"
436,"267,000 ₪",נתניה,פיג'ו 3008 3008 ACTIVE,2019,1199 ליטר בנזין,"102,922",1,אוטומטי,לבן,ליסינג,6 חודשים,"1,835 ₪"
437,"54,000 ₪",ראשון לציון,אופל מוקה MOKKA ENJOY,2014,1364 ליטר בנזין,"175,000",2,אוטומטי,אפור כהה מטלי,ליסינג,4 חודשים,"1,584 ₪"
438,"100,900 ₪",חדרה,קיה פיקנטו PICANTO EX,2019,1248 ליטר בנזין,"19,600",1,אוטומטי,כסוף כהה,פרטית,11 חודשים,"1,102 ₪"
439,"39,999 ₪",פרדס חנה כרכור,פיג'ו 3008 3008 ACTIVE,2018,1560 ליטר דיזל,"109,000",2,אוטומטי,שנהב לבן,ליסינג,3 חודשים,"1,835 ₪"
440,"81,900 ₪",פתח תקווה,לקסוס RX 350 PREMIUM,2017,3456 ליטר בנזין,"168,000",3,אוטומטי,שחור מטלי,פרטית,2 חודשים,"3,357 ₪"
441,"87,900 ₪",ראשון לציון,יונדאי סונטה HYBRID LIMITED,2017,1999 ליטר בנזין,"124,000",2,אוטומטי,אפור מטל,ליסינג,12 חודשים,0
442,"163,000 ₪",חדרה,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2019,1998 ליטר בנזין,"170,000",1,אוטומטי,אפור,ליסינג,9 חודשים,"2,019 ₪"
443,"89,900 ₪",עפולה,פיאט קובו QUBO ACTIVE,2017,1368 ליטר בנזין,"125,000",1,ידני,כחול מטל,פרטית,6 חודשים,"1,102 ₪"
444,"125,000 ₪",עיספיא,פולקסווגן טיגואן TIGUAN FORTLINE PLU,2020,1498 ליטר בנזין,"17,000",1,אוטומטי,כסף מטלי,פרטית,1 חודשים,"2,417 ₪"
445,"33,000 ₪",נתניה,טויוטה אאוטלנדר OUTLANDER PHEV LUXURY,2021,2360 ליטר חשמל/בנזין,"58,833",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,"3,366 ₪"
446,"175,000 ₪",קרית שמונה,טויוטה C-HR HYBRID DYNAMIC,2019,1798 ליטר בנזין,"58,000",1,אוטומטי,כסף,פרטית,8 חודשים,0
447,"179,900 ₪",חיפה,ג'יפ רנגלר WRANGLER SPORT S,2022,1995 ליטר בנזין,0,1,אוטומטי,אדום,ליסינג,3 חודשים,"4,731 ₪"
448,"125,000 ₪",עפולה,שברולט ספארק SPARK LT PLUS,2019,1399 ליטר בנזין,"82,000",1,אוטומטי,שנהב לבן,ליסינג,2 חודשים,"1,102 ₪"
449,"329,703 ₪",נתניה,סקודה אוקטביה OCTAVIA AMBITION,2019,1498 ליטר בנזין,"137,000",1,אוטומטי,אפור מטל,ליסינג,3 חודשים,"1,604 ₪"
450,"62,000 ₪",חיפה,רנו גראנד קופה COUPE INTENSE,2018,1461 ליטר דיזל,"229,000",1,אוטומטי,שנהב לבן,ליסינג,11 חודשים,"1,604 ₪"
451,"105,000 ₪",איכסאל,קיה פיקנטו PICANTO EX,2018,1248 ליטר בנזין,"60,479",1,אוטומטי,שחור,פרטית,1 חודשים,"1,102 ₪"
452,"59,900 ₪",עפולה,טויוטה C-HR HYBRID CHIC,2018,1798 ליטר בנזין,"33,861",1,אוטומטי,כסוף כהה מטלי,פרטית,8 חודשים,"1,835 ₪"
453,"72,900 ₪",חיפה,סיאט איביזה IBIZA STYLE,2017,999 ליטר בנזין,"230,000",1,אוטומטי,אפור מטל,פרטית,6 חודשים,"1,102 ₪"
454,"124,900 ₪",ראשון לציון,קיה פיקנטו PICANTO LX,2019,1248 ליטר בנזין,"112,000",1,אוטומטי,כסוף כהה,פרטית,2 חודשים,"1,102 ₪"
455,"48,000 ₪",עראבה,שברולט טריילבליזר TRAIL BLAZER LT PLUS,2023,1341 ליטר בנזין,0,1,אוטומטי,לבן,ליסינג,11 חודשים,0
456,"69,000 ₪",איכסאל,סוזוקי ויטארה VITARA GLXV HYBRID,2022,1373 ליטר בנזין,"7,400",1,אוטומטי,שחור מטלי,פרטית,4 חודשים,"1,811 ₪"
457,"163,930 ₪",נתניה,טויוטה C-HR HYBRID CITY,2017,1798 ליטר בנזין,"113,000",1,אוטומטי,שנהב לבן,פרטית,8 חודשים,"1,604 ₪"
458,"145,000 ₪",ירכא,סיאט ארונה ARONA STYLE,2019,999 ליטר בנזין,"135,000",1,אוטומטי,שנהב לבן,ליסינג,8 חודשים,"1,353 ₪"
459,"101,000 ₪",חולון,יונדאי סנטה פה SANTA FE SUPREME,2016,2359 ליטר בנזין,"94,000",1,אוטומטי,שחור,פרטית,3 חודשים,"1,962 ₪"
460,"84,000 ₪",סינון עם האלגוריתם,מיצובישי אאוטלנדר OUTLANDER PREMIUM,2016,1998 ליטר בנזין,"67,000",2,אוטומטי,שנהב לבן,פרטית,2 חודשים,"1,693 ₪"
461,"86,000 ₪",נס ציונה,סובארו אימפרזה B3 RX,2008,1498 ליטר בנזין,"170,000",5,אוטומטי,כסף,פרטית,11 חודשים,"1,074 ₪"
462,"126,999 ₪",חיפה,קיה ספורטז' SPORTAGE PREMIUM GT,2019,1591 ליטר בנזין,"110,000",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"2,019 ₪"
463,"111,900 ₪",ראשון לציון,שברולט טריילבליזר TRAIL BLAZER LTZ,2023,1341 ליטר בנזין,0,1,אוטומטי,לבן,ליסינג,11 חודשים,0
464,"15,000 ₪",חיפה,קיה פיקנטו PICANTO EX,2020,1248 ליטר בנזין,"27,000",1,אוטומטי,אדום,פרטית,0,"1,235 ₪"
465,"125,000 ₪",ירושלים,סיאט איביזה IBIZA SPORT,2011,1598 ליטר בנזין,"173,000",4,ידני,שחור מטלי,פרטית,0,"1,074 ₪"
466,"162,863 ₪",נתניה,יונדאי קונה KONA PRESTIGE,2019,1591 ליטר בנזין,"74,051",1,אוטומטי,כחול בהיר,פרטית,1 חודשים,"1,604 ₪"
467,"82,900 ₪",פתח תקווה,קיה ספורטז' SPORTAGE PREMIUM GT,2018,1591 ליטר בנזין,"60,858",1,אוטומטי,אפור,פרטית,3 חודשים,"2,019 ₪"
468,"24,000 ₪",חדרה,יונדאי I25 I25 INSPIRE,2017,1368 ליטר בנזין,"122,000",2,אוטומטי,כסף,ליסינג,13 חודשים,"1,205 ₪"
469,"94,900 ₪",פתח תקווה,יונדאי סנטה פה SANTA FE PREMIUM,2020,2359 ליטר בנזין,"55,000",2,אוטומטי,אפור,פרטית,5 חודשים,"3,366 ₪"
470,"112,900 ₪",פתח תקווה,יונדאי I20 I20 INTENSE,2020,998 ליטר בנזין,"85,000",1,אוטומטי,אפור מטל,ליסינג,6 חודשים,"1,235 ₪"
471,"60,000 ₪",חיפה,סיאט לאון LEON STYLE,2014,1197 ליטר בנזין,"138,000",1,אוטומטי,שנהב לבן,פרטית,12 חודשים,"1,424 ₪"
472,"194,900 ₪",קרית שמונה,סקודה אוקטביה OCTAVIA AMBITION,2018,999 ליטר בנזין,"140,000",2,אוטומטי,שחור מטלי,ליסינג,2 חודשים,"1,604 ₪"
473,"75,000 ₪",שדרות,SERES E3 EV EV,2022,חשמלי,"2,000",2,אוטומטי,שחור,פרטית,8 חודשים,"1,811 ₪"
474,"49,000 ₪",חיפה,יונדאי אקסנט ACCENT INSPIRE,2019,1368 ליטר בנזין,"105,000",1,אוטומטי,כסף,פרטית,6 חודשים,"1,353 ₪"
475,"74,999 ₪",אבן יהודה,ב מ וו סדרה 2 X2 SDRIVE 16D M SPORT,2022,1496 ליטר דיזל,"3,000",1,אוטומטי,שנהב לבן,פרטית,8 חודשים,"3,366 ₪"
476,"142,000 ₪",נתניה,מרצדס CLA קלאס CLA250 E AMG,2021,1332 ליטר חשמל/בנזין,"27,000",2,אוטומטי,שנהב לבן,פרטית,1 חודשים,"4,731 ₪"
477,"77,000 ₪",נתניה,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2017,1998 ליטר בנזין,"99,000",1,אוטומטי,אפור,פרטית,11 חודשים,"1,693 ₪"
478,"250,000 ₪",טבריה,מרצדס GLC 200 4MATIC AMG LINE FLT,2022,1991 ליטר בנזין,"1,000",2,אוטומטי,שנהב לבן,פרטית,0,"4,731 ₪"
479,"293,000 ₪",עפולה,מזדה 2 MAZDA 2 DYNAMIC,2023,1496 ליטר בנזין,0,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,529 ₪"
480,"114,900 ₪",ראשון לציון,קיה סלטוס SELTOS EX,2021,1999 ליטר בנזין,"17,910",1,אוטומטי,צהוב,פרטית,1 חודשים,0
481,"410,000 ₪",נתניה,טויוטה קורולה COROLLA SUN,2017,1598 ליטר בנזין,"115,000",1,אוטומטי,שנהב לבן,ליסינג,5 חודשים,"1,604 ₪"
482,"125,000 ₪",עפולה,דאציה דאסטר DUSTER PRESTIGE,2020,1332 ליטר בנזין,"58,000",1,ידני,חום,פרטית,11 חודשים,"1,353 ₪"
483,"136,900 ₪",רמת השרון,יונדאי טוסון TUCSON SUPREME,2017,1999 ליטר בנזין,"95,000",1,אוטומטי,שחור,פרטית,1 חודשים,"2,019 ₪"
484,"73,000 ₪",שדרות,מיצובישי אאוטלנדר OUTLANDER INTENSE,2020,1998 ליטר בנזין,"56,785",1,אוטומטי,לבן,ליסינג,3 חודשים,"2,130 ₪"
485,"95,000 ₪",חולון,קיה ספורטז' SPORTAGE PREMIUM,2020,1591 ליטר בנזין,"46,190",1,אוטומטי,שחור,פרטית,0,"2,417 ₪"
486,"107,900 ₪",פתח תקווה,קיה ספורטז' SPORTAGE TURBO TOP,2021,1591 ליטר בנזין,"20,000",1,אוטומטי,שנהב לבן,פרטית,5 חודשים,"2,130 ₪"
487,"129,900 ₪",אשדוד,סיטרואן ברלינגו BERLINGO COMFORT,2017,1560 ליטר דיזל,"205,000",3,ידני,שנהב לבן,ליסינג,3 חודשים,"1,604 ₪"
488,"129,900 ₪",פתח תקווה,טויוטה קורולה TOYOTA COROLLA COMFORT,2021,1798 ליטר בנזין,"32,434",1,אוטומטי,כסף מטלי,פרטית,0,"1,811 ₪"
489,"138,900 ₪",ראשון לציון,סוזוקי ויטארה VITARA GLX,2020,998 ליטר בנזין,"63,280",1,אוטומטי,טורקיז,פרטית,0,"1,811 ₪"
490,"55,000 ₪",עפולה,קיה פיקנטו PICANT0 LX,2013,1248 ליטר בנזין,"149,000",2,אוטומטי,ירוק,פרטית,0,985 ₪
491,"136,900 ₪",פתח תקווה,קיה סיד CEED LX,2019,1353 ליטר בנזין,"189,410",1,אוטומטי,כסף מטלי,ליסינג,7 חודשים,"1,604 ₪"
492,"107,900 ₪",רמת השרון,קיה פיקנטו PICANTO GT LINE,2018,1248 ליטר בנזין,"47,312",1,אוטומטי,שחור,פרטית,5 חודשים,"1,102 ₪"
493,"35,000 ₪",חדרה,קיה פיקנטו PICANTO LX,2019,1248 ליטר בנזין,"93,759",1,אוטומטי,לבן,ליסינג,2 חודשים,"1,102 ₪"
494,"65,900 ₪",חדרה,מזדה CX-5 CX-5 COMFORT,2020,1998 ליטר בנזין,"30,000",1,אוטומטי,כסף,פרטית,11 חודשים,"2,019 ₪"
495,"73,900 ₪",ראשון לציון,מרצדס GLA קלאס GLA200 STYLE FLT SB,2020,1595 ליטר בנזין,"41,000",3,אוטומטי,שנהב לבן,פרטית,4 חודשים,"3,366 ₪"
496,"72,000 ₪",מאיפה שנוח לך בארץ,מזדה 2 MAZDA 2 DYNAMIC,2023,1496 ליטר בנזין,0,1,אוטומטי,שחור,פרטית,10 חודשים,"1,529 ₪"
497,"137,500 ₪",תל אביב יפו,סקודה ראפיד RAPID AMBITION,2019,999 ליטר בנזין,"99,000",1,אוטומטי,שנהב לבן,ליסינג,11 חודשים,"1,353 ₪"
498,"195,000 ₪",נתניה,מיצובישי אאוטלנדר OUTLANDER INTENSE,2019,1998 ליטר בנזין,"134,000",1,אוטומטי,חום בהיר,ליסינג,3 חודשים,"2,019 ₪"
499,"117,000 ₪",ראשון לציון,קיה XCeed XCEED LX,2021,1353 ליטר בנזין,"40,000",2,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,811 ₪"
500,"67,900 ₪",נתניה,יונדאי טוסון TUCSON LUXURY,2007,2656 ליטר בנזין,"220,000",4,אוטומטי,כסף,פרטית,4 חודשים,"1,427 ₪"
501,"114,990 ₪",נתניה,קיה פיקנטו PICANTO LX,2017,1248 ליטר בנזין,"109,000",1,אוטומטי,שחור,פרטית,8 חודשים,"1,102 ₪"
502,"126,500 ₪",ראשון לציון,סקודה אוקטביה OCTAVIA AMBITION,2019,999 ליטר בנזין,"100,000",1,אוטומטי,שחור מטלי,ליסינג,0,"1,604 ₪"
503,"25,000 ₪",חיפה,אופל מוקה X ENJOY P 4X4,2017,1399 ליטר בנזין,"100,000",2,אוטומטי,כתום,פרטית,0,"1,835 ₪"
504,"64,000 ₪",פתח תקווה,שברולט ספארק SPARK LT,2017,1399 ליטר בנזין,"139,634",1,אוטומטי,שנהב לבן,פרטית,0,"1,102 ₪"
505,"84,900 ₪",ראשון לציון,טויוטה קורולה HSD SDN SUN,2019,1798 ליטר בנזין,"121,000",2,אוטומטי,שנהב לבן,ליסינג,2 חודשים,"1,604 ₪"
506,"60,000 ₪",חולון,אלפא רומיאו סטלביו STELVIO VELOCE AWD,2020,1995 ליטר בנזין,"38,000",1,אוטומטי,שחור,פרטית,5 חודשים,"4,731 ₪"
507,"47,000 ₪",עפולה,פיג'ו 3008 3008 ACTIVE,2019,1499 ליטר דיזל,"90,000",1,אוטומטי,אפור כהה,פרטית,9 חודשים,"1,835 ₪"
508,"115,000 ₪",עפולה,טויוטה אייגו AYGO X TSS,2021,998 ליטר בנזין,"11,000",1,אוטומטי,שנהב לבן,פרטית,0,"1,235 ₪"
509,"255,000 ₪",נתניה,יונדאי I30 I30 INSPIRE,2012,1591 ליטר בנזין,"216,142",2,אוטומטי,כסף,פרטית,0,"1,262 ₪"
510,"119,000 ₪",נס ציונה,קיה פיקנטו PICANTO GT LINE,2018,1248 ליטר בנזין,"104,000",1,אוטומטי,שחור,ליסינג,6 חודשים,"1,102 ₪"
511,"69,000 ₪",בת ים,טויוטה קורולה סטיישן SPACE,2019,1798 ליטר בנזין,"60,000",1,אוטומטי,שנהב לבן,פרטית,7 חודשים,"1,604 ₪"
512,"23,000 ₪",עפולה,יונדאי אלנטרה ELANTRA HEV PREMIUM,2022,1580 ליטר בנזין,"13,840",1,אוטומטי,שחור מטלי,פרטית,0,"1,811 ₪"
513,"74,000 ₪",קרית שמונה,קיה נירו NIRO EX,2017,1580 ליטר בנזין,"93,000",3,אוטומטי,אפור,פרטית,0,"1,604 ₪"
514,"99,000 ₪",איכסאל,סאנגיונג רקסטון REXTON EX,2019,2157 ליטר דיזל,"92,215",1,אוטומטי,אפור כהה,פרטית,12 חודשים,"2,563 ₪"
515,"146,900 ₪",פתח תקווה,סיאט איביזה IBIZA STYLE,2016,999 ליטר בנזין,"130,000",3,אוטומטי,שנהב לבן,פרטית,11 חודשים,985 ₪
516,"82,000 ₪",בת ים,מרצדס CLA קלאס CLA180 AMG LINE FLT,2022,1332 ליטר בנזין,20,1,אוטומטי,אפור,פרטית,6 חודשים,"4,731 ₪"
517,"175,900 ₪",חיפה,שברולט ספארק SPARK LT PLUS,2017,1399 ליטר בנזין,"101,127",2,אוטומטי,ירוק מטאלי,פרטית,0,"1,102 ₪"
518,"50,000 ₪",לוד,יונדאי סנטה פה SANTA FE ELITE,2022,2151 ליטר דיזל,"8,000",1,אוטומטי,אפור כהה,פרטית,0,"3,366 ₪"
519,"320,000 ₪",כפר כנא,קיה נירו NIRO EX,2018,1580 ליטר בנזין,"131,113",1,אוטומטי,אפור,ליסינג,1 חודשים,"1,604 ₪"
520,"55,900 ₪",פתח תקווה,יונדאי I25 I25 INSPIRE,2016,1368 ליטר בנזין,"60,000",2,אוטומטי,שחור,פרטית,6 חודשים,"1,205 ₪"
521,"310,000 ₪",לוד,שברולט טריילבליזר TRAIL BLAZER LS,2023,1341 ליטר בנזין,0,1,אוטומטי,לבן,ליסינג,11 חודשים,0
522,"96,900 ₪",חדרה,מרצדס E קלאס E250 AVANTGARDE,2018,1991 ליטר בנזין,"52,000",1,אוטומטי,שחור,פרטית,4 חודשים,"3,357 ₪"
523,"52,000 ₪",חולון,אלפא רומיאו סטלביו STELVIO FIRSTEDITION,2018,1995 ליטר בנזין,"40,000",1,אוטומטי,אדום,ליסינג,0,"3,357 ₪"
524,"150,253 ₪",נתניה,שברולט טריילבליזר TRAIL BLAZER LS,2021,1341 ליטר בנזין,"85,000",1,אוטומטי,שנהב לבן,ליסינג,11 חודשים,"2,130 ₪"
525,"240,000 ₪",ירכא,דייהטסו סיריון .SIRION CX,2008,1298 ליטר בנזין,"153,000",3,אוטומטי,בז מטאלי,ליסינג,5 חודשים,"1,074 ₪"
526,"174,999 ₪",פרדס חנה כרכור,קיה XCeed XCEED LX,2021,1353 ליטר בנזין,"33,000",1,אוטומטי,כסוף מטאלי,פרטית,2 חודשים,"1,811 ₪"
527,"115,000 ₪",ראשון לציון,סיאט איביזה IBIZA REFERENCE,2019,999 ליטר בנזין,"94,216",2,אוטומטי,אפור מטל,פרטית,11 חודשים,"1,102 ₪"
528,"16,000 ₪",פתח תקווה,ניסאן X TRAIL X-TRAIL ACENTA,2020,1749 ליטר דיזל,"81,000",1,אוטומטי,כסף מטלי,ליסינג,0,"2,417 ₪"
529,"116,900 ₪",פתח תקווה,מרצדס CLA קלאס CLA180 STYLE FLT,2020,1332 ליטר בנזין,"73,000",2,אוטומטי,לבן,פרטית,1 חודשים,"3,366 ₪"
530,"78,900 ₪",חיפה,קיה פיקנטו PICANTO EX,2018,1248 ליטר בנזין,"26,000",1,אוטומטי,כסוף כהה,פרטית,0,"1,102 ₪"
531,"142,000 ₪",נתניה,סקודה אוקטביה סטיישן OCTAVIA SPACE AMBITION,2019,1498 ליטר בנזין,"82,382",1,אוטומטי,כסף מטלי,ליסינג,13 חודשים,"1,604 ₪"
532,"218,900 ₪",אשדוד,סוזוקי ויטארה VITARA GLX,2019,998 ליטר בנזין,"22,000",1,אוטומטי,אפור כחול מטלי,פרטית,1 חודשים,"1,353 ₪"
533,"63,000 ₪",אזור,הונדה HR-V HR-V COMFORT,2019,1498 ליטר בנזין,"122,795",1,אוטומטי,לבן,פרטית,0,"1,604 ₪"
534,"94,900 ₪",חדרה,סיאט איביזה IBIZA STYLE,2022,999 ליטר בנזין,"4,000",1,אוטומטי,אדום כהה (יין),פרטית,4 חודשים,"1,235 ₪"
535,"97,000 ₪",בת ים,יונדאי איוניק HYBRID PREMIUM,2019,1580 ליטר בנזין,"145,000",1,אוטומטי,שנהב לבן,ליסינג,2 חודשים,"1,604 ₪"
536,"89,900 ₪",חיפה,DS 7 DS7 BE CHIC,2021,1598 ליטר בנזין,"17,000",1,אוטומטי,אפור כהה מטלי,פרטית,0,"3,366 ₪"
537,"110,000 ₪",עפולה,MG ZS EV NET-UP S,2020,חשמלי,"117,663",1,אוטומטי,תכלת,פרטית,12 חודשים,0
538,"100,000 ₪",עראבה,יונדאי I10 I10 PRIME,2018,1248 ליטר בנזין,"79,894",2,אוטומטי,כחול מטאלי,פרטית,0,"1,102 ₪"
539,"183,900 ₪",נתניה,פיג'ו 2008 2008 PREMIUM,2021,חשמלי,"49,000",1,אוטומטי,כתום,פרטית,0,"2,417 ₪"
540,"102,900 ₪",חיפה,יונדאי טוסון TUCSON OPEN SKY,2016,1999 ליטר בנזין,"130,000",1,אוטומטי,אפור,פרטית,3 חודשים,"1,693 ₪"
541,"66,900 ₪",חיפה,פולקסווגן פאסאט PASSAT PRE-INTER,2016,1798 ליטר בנזין,"64,000",2,אוטומטי,לבן,פרטית,3 חודשים,"1,962 ₪"
542,"144,000 ₪",מע'אר,טויוטה היילקס HILUX SAHARA,2022,2755 ליטר דיזל,"29,000",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,"3,366 ₪"
543,"105,000 ₪",טמרה,קיה נירו NIRO LX,2019,1580 ליטר בנזין,"139,684",1,אוטומטי,לבן,ליסינג,3 חודשים,"1,604 ₪"
544,"98,000 ₪",בת ים,מזדה CX-5 CX5 EXECUTIVE,2013,2488 ליטר בנזין,"180,000",3,אוטומטי,כסוף כהה,אחר,5 חודשים,"1,693 ₪"
545,"315,000 ₪",כפר חסידים א',אאודי Q7 Q7 LUXURY,2017,2967 ליטר דיזל,"66,820",1,אוטומטי,לבן,פרטית,3 חודשים,"3,357 ₪"
546,"92,900 ₪",חדרה,קיה קרניבל CARNIVAL EX,2016,3342 ליטר בנזין,"160,000",2,אוטומטי,שחור,פרטית,11 חודשים,"1,962 ₪"
547,"69,900 ₪",עפולה,פולקסווגן גולף GOLF GTI XEN,2015,1984 ליטר בנזין,"150,000",1,אוטומטי,כחול מטל,פרטית,7 חודשים,"1,962 ₪"
